"","Species","SpecCode.x","Genus.x","SpeciesRefNo","Author","PicPreferredName","FamCode","GenCode","BodyShapeI","Source","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","AirBreathing","Vulnerability","Length","LTypeMaxM","MaxLengthRef","PriceCateg","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","UsedasBait","Aquarium","GameFish","Dangerous","Electrogenic","GoogleImage","Comments","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","SpecCode.y","Genus.y","Family","Order","Class","SuperClass","Phylum","AreaCode","StockCode","Status","FAO","Invasive","MaxLengthTL","Troph","TempPrefMin","TempPrefMean","TempPrefMax"
"492","Nerophis maculatus",16311,"Nerophis",6733,"Rafinesque, 1810","Nemac_u7.jpg",258,1104,"eel-like","R",0,0,0,1,"demersal","WaterAssumed",20,30,"TL",6733,"unknown",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Occurs in coastal waters (Ref. 6733).  Ovoviviparous (Ref. 205).  The male carries the eggs in a brood pouch which is found under the tail (Ref. 205).",0.625,0,34,1996-01-19,2,2004-12-01,16311,"Nerophis","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes","Chordata",37,15038,"native","Mediterranean and Black Sea","No",30,3.40000009536743,15.6,18.8,20.3
"493","Nerophis ophidion",1331,"Nerophis",6733,"(Linnaeus, 1758)","Neoph_u3.jpg",258,1104,"eel-like","R",0,1,1,1,"demersal","WaterAssumed",16.82,29,"TL",2058,"unknown",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Inhabit algal zone or eel-grass (<i>Zostera</i>) (Ref. 6733).  Adults spawn in May - August .  Feed on small crustaceans and fish fry (Ref. 35388).  Ovoviviparous (Ref. 205).  The male carries the eggs in a brood pouch which is found under the tail (Ref. 205).  Consistent paternity is ensured despite brooding of embryos on the outside the male's body.  Events of cuckoldry by sneaker males is ruled out through genetic paternity analyses based on molecular markers (Ref. 81011).  Each male carries eggs from a single female but females may deposit eggs on several brooding pouches (Ref. 81011).",0.625,0,5,1990-10-17,10,2014-05-02,1331,"Nerophis","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes","Chordata",37,1349,"native","Mediterranean and Black Sea","No",30,3.53999996185303,8.6,13.5,19.3
"494","Nettastoma melanura",1739,"Nettastoma",4454,"Rafinesque, 1810","Nemel_ua.jpg",64,10108,"eel-like","R",0,0,0,1,"bathypelagic","WaterAssumed",51.92,79.8000030517578,"TL",96016,"unknown",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Occurs in holes on muddy bottoms of continental slope.  Feeds mainly on crustaceans (Ref. 4776).",0.531199991703033,0,5,1990-10-23,303,2019-02-20,1739,"Nettastoma","Nettastomatidae","Anguilliformes","Teleostei","Osteichthyes","Chordata",37,1935,"native","Mediterranean and Black Sea","No",79.8000030517578,3.5,5.4,10.2,14.4
"495","Netuma thalassina",10220,"Netuma",12693,"(Rüppell, 1837)","Artha_u1.jpg",145,9985,"fusiform / normal","O",0,1,1,1,"demersal","WaterAssumed",47.65,185,"TL",30573,"medium",1,1,0,1,0,1,0,0,1,0,"never/rarely","never/rarely","never/rarely",1,"traumatogenic","no special ability",1,"A marine species often found in estuaries, but rarely enters freshwater.  Typically euryhaline (Ref. 3876).  Reported to occasionally ascend into fresh water (Ref. 12693).  Recorded at temperatures ranging from 26-29°C.  Feeds mainly on crabs, prawns, mantis shrimps (<i>Squilla</i> species) but also on fishes and mollusks.  An important food fish.  Marketed mostly fresh; often dried.",0.625,0,34,1994-05-18,303,2019-11-27,10220,"Netuma","Ariidae","Siluriformes","Teleostei","Osteichthyes","Chordata",37,10543,"introduced","Mediterranean and Black Sea","No",185,3.53999996185303,22.1,26.8,28.3
"496","Nezumia aequalis",4997,"Nezumia",1371,"(Günther, 1878)","Neaeq_u0.jpg",185,3327,"elongated","R",1,0,0,1,"benthopelagic","WaterAssumed",26,36,"TL",3587,"medium",0,0,0,0,0,1,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Feeds on benthic as well as pelagic animals like mysids, amphipods, small shrimps, copepods, isopods, ostracods and polychaete worms (Ref. 6187).",0.5,0,2,1992-02-10,303,2011-04-21,4997,"Nezumia","Macrouridae","Gadiformes","Teleostei","Osteichthyes","Chordata",37,5232,"native","Mediterranean and Black Sea","No",36,3.25999999046326,4.7,9.3,15.7
"497","Nezumia sclerorhynchus",3105,"Nezumia",1371,"(Valenciennes, 1838)","Nescl_u0.gif",185,3327,"elongated","R",1,0,0,1,"bathypelagic","WaterAssumed",59.51,36,"TL",3587,"medium",0,0,0,0,0,1,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Most numerous at 450 to 730 m in the open Atlantic and at 500 to 800 m in the Mediterranean.  Feeds on small crustaceans (copepods, amphipods, decapods, mysids, etc.) and polychaetes (Ref. 1371)",0.5,0,1,1991-05-01,303,2011-04-21,3105,"Nezumia","Macrouridae","Gadiformes","Teleostei","Osteichthyes","Chordata",37,3301,"native","Mediterranean and Black Sea","No",36,3.1800000667572,6.3,12.3,14
"498","Notacanthus bonaparte",9021,"Notacanthus",4449,"Risso, 1840","Nobon_u2.jpg",73,2558,"elongated","R",0,0,0,1,"bathypelagic","WaterAssumed",16,26,"TL",26178,"unknown",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Hovers and swims along at slight head-down angle.  Often caught in large numbers and possibly gregarious.  Depth range from 700-2000 m and from 487-1034 m in the eastern Ionian Sea (Ref. 56504).  Feeds on sessile and motile invertebrates such as bryozoans, ophiuroids, amphipods and sponges.  Spawns in June-July in the Mediterranean.  Sexually dimorphic, males generally smaller and with enlarged nasal rosettes (Ref. 4449).",0.516099989414215,0,3,1994-03-06,949,2006-03-23,9021,"Notacanthus","Notacanthidae","Notacanthiformes","Teleostei","Osteichthyes","Chordata",37,9342,"native","Mediterranean and Black Sea","No",26,3.9300000667572,7.7,12.9,13.6
"499","Notoscopelus bolini",16314,"Notoscopelus",4775,"Nafpaktitis, 1975","Nobol_u0.jpg",167,1728,"elongated","R",0,0,0,1,"pelagic-oceanic","WaterAssumed",10,10.1999998092651,"SL",4479,"high",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"High-oceanic, mesopelagic species.  Probably found deeper than 1,000 m during the day, occurs at 12-200 m at night (maximum abundance at 45-50 m).  Nyctoepipelagic at surface and down to 125 m (Ref. 4775).",0.515600025653839,0,34,1996-01-19,65,2013-07-15,16314,"Notoscopelus","Myctophidae","Myctophiformes","Teleostei","Osteichthyes","Chordata",37,15040,"native","Mediterranean and Black Sea","No",12.4399995803833,3.14000010490417,12.4,14.3,18.2
"500","Notoscopelus elongatus",841,"Notoscopelus",3397,"(Costa, 1844)","Noelo_u0.jpg",167,1728,"elongated","O",0,0,0,1,"pelagic-oceanic","WaterAssumed",10,14.1999998092651,"SL",30504,"high",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"High-oceanic, found between 375-1,000 m during the day and between 45-150 m at night.  Spawns from winter to spring.",0.515600025653839,0,5,1990-10-17,65,2016-05-02,841,"Notoscopelus","Myctophidae","Myctophiformes","Teleostei","Osteichthyes","Chordata",37,857,"endemic","Mediterranean and Black Sea","No",17.3199996948242,3.40000009536743,13.1,13.6,14.3
"501","Notoscopelus kroyeri",27753,"Notoscopelus",4775,"(Malm, 1861)","Nokro_u1.jpg",167,1728,"elongated","R",1,0,0,1,"pelagic-oceanic","WaterAssumed",38.55,14.3000001907349,"SL",4775,"high",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"High-oceanic species.  Found at 325 to deeper than 1,000 m during the day; nyctoepipelagic at surface and down to 125 m (Ref. 4775).  Epipelagic to bathypelagic.  Feeds on crustaceans (Ref. 58426).",0.515600025653839,0,113,1997-10-28,303,2015-06-09,27753,"Notoscopelus","Myctophidae","Myctophiformes","Teleostei","Osteichthyes","Chordata",37,21695,"native","Mediterranean and Black Sea","No",17.4500007629395,3.17000007629395,3.1,6.8,10.2
"502","Oblada melanurus",850,"Oblada",3688,"(Linnaeus, 1758)","Obmel_u3.jpg",330,8968,"fusiform / normal","R",0,0,0,1,"benthopelagic","WaterAssumed",34.35,36.5999984741211,"TL",115876,"very high",1,1,0,0,0,1,0,0,0,1,"never/rarely","never/rarely","never/rarely",1,"harmless","no special ability",1,"Gregarious, forms aggregations over rocky bottoms or seagrass beds (<i>Zostera</i> and seaweeds).  Omnivorous but feeds mainly on small invertebrates (Ref. 3688).  Important food fish.",1,0,5,1990-10-17,65,2022-01-25,850,"Oblada","Sparidae","Eupercaria/misc","Teleostei","Osteichthyes","Chordata",37,866,"native","Mediterranean and Black Sea","No",36.5999984741211,3.38000011444092,17.8,19.6,27.7
"503","Odondebuenia balearica",16321,"Odondebuenia",4696,"(Pellegrin & Fage, 1907)","Odbal_m0.jpg",405,782,"elongated","R",0,0,0,1,"demersal","WaterAssumed",10,3.20000004768372,"TL",4696,"very high",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Occurs offshore over coralline grounds (Ref. 4345).",1,0,34,1996-01-22,303,2005-07-24,16321,"Odondebuenia","Gobiidae","Gobiiformes","Teleostei","Osteichthyes","Chordata",37,15041,"endemic","Mediterranean and Black Sea","No",3.20000004768372,3.08999991416931,14,16.3,19.6
"504","Odontaspis ferox",749,"Odontaspis",247,"(Risso, 1810)","Odfer_u0.gif",8,2188,"fusiform / normal","R",0,0,0,1,"benthopelagic","WaterAssumed",90,450,"TL",89422,"unknown",0,1,0,0,0,1,0,0,1,0,"never/rarely","never/rarely","never/rarely",0,"harmless","electrosensing only",1,"Found on or near the bottom of the continental and insular shelves and upper slopes (Ref. 6871); sometimes in shallow water (Ref. 6871).  Tagging showed the species dives up to 2,000 m at Malpelo Island, Colombia (S.Bessudo, pers.comm. 06/09).  Feeds on small bony fishes, squids, and crustaceans (Ref. 13568).  Uses its long body cavity and large, oily liver to regulate buoyancy.  Ovoviviparous, embryos feeding on yolk sac and other ova produced by the mother (Ref. 50449).  Not implicated in attacks on people (Ref. 247).  Flesh utilized for  human consumption and liver for its high squalene content (Ref. 247); utilization of fins, jaws and cartilage (Ref.58048).",0.8125,0,23,1992-06-15,14,2012-02-21,749,"Odontaspis","Odontaspididae","Lamniformes","Elasmobranchii","Chondrichthyes","Chordata",37,765,"native","Mediterranean and Black Sea","No",450,4.15999984741211,12.2,17.3,23.9
"505","Oedalechilus labeo",16324,"Oedalechilus",2804,"(Cuvier, 1829)","Oelab_u8.jpg",359,8359,"fusiform / normal","R",0,0,1,1,"demersal","WaterAssumed",33.22,25,"TL",2804,"medium",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Neritic, found inshore, at mouths of rivers and sewage  effluents but not entering brackish and freshwater (Ref. 7465).  Oviparous, eggs are pelagic and non-adhesive (Ref. 205).",1,0,34,1996-01-22,3,2013-03-28,16324,"Oedalechilus","Mugilidae","Mugiliformes","Teleostei","Osteichthyes","Chordata",37,15042,"native","Mediterranean and Black Sea","No",25,2.53999996185303,16.4,19.3,21.6
"506","Omobranchus punctatus",7566,"Omobranchus",4404,"(Valenciennes, 1836)","Ompun_u4.jpg",392,2773,"elongated","R",0,0,1,1,"benthopelagic","WaterAssumed",10,9.5,"SL",4404,"unknown",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Adults occur in coastal and brackish waters among rocks and mangroves (Ref. 9710).   Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).  Highly tolerant to adverse environmental conditions, self-reproducing population living between rocks in natural  oil seeps in Venezuela (Ref. 56126).",0.5,0,14,1993-03-04,97,2018-04-12,7566,"Omobranchus","Blenniidae","Blenniiformes","Teleostei","Osteichthyes","Chordata",37,7869,"introduced","Mediterranean and Black Sea","Yes",11.5900001525879,2.53999996185303,24.7,28.4,29.1
"507","Opeatogenys gracilis",55730,"Opeatogenys",10954,"(Canestrini, 1864)","Opgra_u1.jpg",434,5285,"elongated","O",0,0,0,1,"demersal","WaterAssumed",10,3,"TL",97133,"unknown",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Max. length (Robert A. Patzner, pers. comm., 1999).",0.75,0,10,2000-04-07,2291,2014-08-19,55730,"Opeatogenys","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes","Chordata",37,46001,"native","Mediterranean and Black Sea","No",3,3.03999996185303,NA,NA,NA
"508","Ophichthus ophis",1105,"Ophichthus",3651,"(Linnaeus, 1758)","Opoph_u3.jpg",66,1991,"eel-like","O",0,0,0,1,"demersal","WaterAssumed",90,210,"TL",26938,"unknown",0,0,0,0,0,1,0,0,1,0,"never/rarely","usually","never/rarely",0,"reports of ciguatera poisoning","no special ability",1,"Maximum depth from Ref. 126840.  Lives in a permanent burrow, often in very shallow water.  Heads protrude diagonally from the sand.  Nocturnal.  Feeds on octopus and fish (Ref. 5217).  Bold and easily approached.  Feared by fishers (Ref. 9710).  Rarely consumed (Ref. 3795).",0.5,0,2,1990-10-17,2237,2022-08-03,1105,"Ophichthus","Ophichthidae","Anguilliformes","Teleostei","Osteichthyes","Chordata",37,1121,"native","Mediterranean and Black Sea","No",210,4.5,19.2,24.8,27.5
"509","Ophichthus rufus",1741,"Ophichthus",3397,"(Rafinesque, 1810)","Opruf_u0.jpg",66,1991,"eel-like","O",0,0,0,1,"demersal","WaterAssumed",44,60,"TL",3397,"unknown",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Found on the shelf, on mud bottoms (Ref. 3397).  A nocturnally-active species (Ref. 48389).  Buries itself in the mud during the day, emerging only to feed at night (Ref. 48389).",0.5,0,3,1990-10-23,2237,2020-08-28,1741,"Ophichthus","Ophichthidae","Anguilliformes","Teleostei","Osteichthyes","Chordata",37,1937,"endemic","Mediterranean and Black Sea","No",60,4.30999994277954,17.7,19.2,21.4
"510","Ophidion barbatum",1742,"Ophidion",34024,"Linnaeus, 1758","Opbar_u3.jpg",186,2055,"elongated","R",0,0,0,1,"demersal","WaterAssumed",15.4,25.3999996185303,"TL",59104,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Uncommon species (Ref. 34024).  Oviparous, with oval pelagic eggs floating in a gelatinous mass (Ref. 205).  Minimum depth from Ref.  122785.",0.5,0,5,1990-10-23,2495,2020-09-04,1742,"Ophidion","Ophidiidae","Ophidiiformes","Teleostei","Osteichthyes","Chordata",37,1938,"native","Mediterranean and Black Sea","No",25.3999996185303,3.5699999332428,11,13.8,14.5
"511","Ophidion rochei",25961,"Ophidion",34024,"Müller, 1845","Oproc_u0.gif",186,2055,"elongated","R",0,0,0,1,"demersal","WaterAssumed",19.25,29.25,"TL",31403,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Uncommon species found in the shallows and to 150 m depth (Ref. 34024).  Oviparous, with oval pelagic eggs floating in a gelatinous mass (Ref. 205).",0.5,0,34,1997-01-20,65,2014-02-27,25961,"Ophidion","Ophidiidae","Ophidiiformes","Teleostei","Osteichthyes","Chordata",37,20475,"native","Mediterranean and Black Sea","No",29.25,3.59999990463257,10.4,16.5,19.4
"512","Ophioblennius atlanticus",3768,"Ophioblennius",5298,"(Valenciennes, 1836)","Opatl_u5.jpg",392,2145,"fusiform / normal","R",1,0,0,1,"reef-associated","WaterAssumed",10,19,"TL",27000,"unknown",0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,"commercial",0,"traumatogenic","no special ability",1,"Adults are restricted to shallow waters and dwell among rocks and coral reefs (Ref. 5298), where there is considerable wave action (Ref. 26938).  They bite very severely, with their two very long and sharp canine teeth (Ref. 3157).  Are grazers feeding on filamentous algae (Ref. 13442) and detritus.  Larvae feed on plankton; during larval  metamorphosis to adult stage, there is no feeding and rely on lipids stored in the liver (Ref. 94105).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  <i>Ophioblennius</i> larvae are frequently taken in deep water column (Ref. 5298).  Adult males with fleshy rugosities on anal-fin spines that secrete antimicrobial mucus applied to eggs being guarded (Ref. 94102).",0.531199991703033,0,1,1991-05-01,2,2020-08-13,3768,"Ophioblennius","Blenniidae","Blenniiformes","Teleostei","Osteichthyes","Chordata",NA,NA,NA,NA,"Yes",19,2.00999999046326,NA,NA,NA
"513","Ophisurus serpens",1745,"Ophisurus",6522,"(Linnaeus, 1758)","Opser_u5.jpg",66,3020,"eel-like","O",0,0,1,1,"demersal","WaterAssumed",90,250,"TL",3972,"unknown",0,0,0,0,0,1,0,0,1,0,"never/rarely","never/rarely","never/rarely",1,"harmless","no special ability",1,"Inhabiting the continental shelf on sand or mud bottom (Ref. 4455).  Buried with only its head exposed (Ref. 27121).  Also found in estuaries (Ref. 9563).",0.75,0,5,1990-10-23,405,2008-04-21,1745,"Ophisurus","Ophichthidae","Anguilliformes","Teleostei","Osteichthyes","Chordata",37,1941,"native","Mediterranean and Black Sea","No",250,4.1399998664856,13.4,19.7,27.4
"514","Oplegnathus fasciatus",6532,"Oplegnathus",43239,"(Temminck & Schlegel, 1844)","Opfas_u0.jpg",347,5314,"short and / or deep","O",0,0,0,1,"reef-associated","WaterAssumed",52,80,"TL",559,"unknown",0,0,0,0,0,0,0,0,0,0,"commercial","never/rarely","never/rarely",1,"harmless","no special ability",1,"Inhabits coastal rocky reefs (Ref. 43239).  Benthopelagic (Ref. 58302).  Juveniles associate with drifting seaweed (Ref. 12114, 12115, 58302).",0.515600025653839,0,18,1992-11-16,303,2016-02-19 02:38:16,6532,"Oplegnathus","Oplegnathidae","Centrarchiformes","Teleostei","Osteichthyes","Chordata",37,6853,"introduced","Mediterranean and Black Sea","Yes",80,3.54999995231628,16.1,22,25.2
"515","Orcynopsis unicolor",108,"Orcynopsis",168,"(Geoffroy Saint-Hilaire, 1817)","Oruni_u0.jpg",416,416,"fusiform / normal","R",0,0,1,1,"pelagic-neritic","WaterAssumed",86.58,130,"FL",168,"medium",1,1,0,0,0,0,0,0,1,0,"never/rarely","never/rarely","never/rarely",1,"harmless","no special ability",1,"Adults are neritic, confined primarily to temperate waters, but juveniles may be encountered in waters of up to 30°C.  Form small schools at the surface so that the first dorsal fin stands out of the water like that of sharks, also frequently associated with birds.  Feed on small fishes, especially sardines, anchovies, jacks, mackerel, bogue and others.  Eggs and larvae are pelagic (Ref. 6769).  Marketed canned or frozen.",1,0,2,1990-10-17,949,2008-09-10,108,"Orcynopsis","Scombridae","Scombriformes","Teleostei","Osteichthyes","Chordata",37,122,"native","Mediterranean and Black Sea","No",144.300003051758,4.5,12.5,16.3,23.5
